area_code,area_name,gender,age,bmi,wc,fpg,hba1c,sbp,dbp,tg,hdl,ldl,ast,alt,ggtp,hb,nfpg,cre,egfr
3404,広島県_広島中央,f,40,22.2,77.1,90.8,5.3,113.3,69.4,76.7,71.3,113.8,18.8,16.8,21.5,13.0,88.8,0.6,82.2
3404,広島県_広島中央,f,45,22.5,78.3,92.0,5.4,116.5,71.3,82.1,72.2,119.7,19.6,17.7,24.2,13.0,89.2,0.6,78.8
3404,広島県_広島中央,f,50,22.7,79.8,94.0,5.5,119.5,73.2,90.7,74.5,130.4,21.5,20.1,28.3,13.6,92.6,0.7,73.7
3404,広島県_広島中央,f,55,22.5,80.5,96.1,5.6,122.6,74.7,98.6,74.5,136.7,22.7,21.6,31.1,13.9,94.1,0.7,71.4
3404,広島県_広島中央,f,60,22.6,81.2,97.3,5.6,125.3,74.7,101.0,74.4,136.5,22.8,21.1,30.6,13.8,93.8,0.7,69.3
3404,広島県_広島中央,f,65,22.9,82.3,98.1,5.7,128.5,74.6,107.2,72.8,132.5,23.5,21.0,28.4,14.3,98.4,0.7,72.3
3404,広島県_広島中央,f,70,22.6,82.3,98.8,5.7,131.0,74.0,107.6,71.3,129.7,23.5,19.8,25.9,13.7,102.0,0.7,66.1
3405,広島県_尾三,m,40,24.3,84.5,96.9,5.5,123.6,76.9,132.5,57.3,126.7,25.0,31.6,49.7,15.2,97.8,0.9,80.0
3405,広島県_尾三,m,45,24.7,85.8,100.3,5.6,125.9,79.4,140.4,57.7,128.1,25.6,31.3,54.7,15.2,101.9,0.9,78.5
3405,広島県_尾三,m,50,24.6,86.3,102.6,5.7,127.3,80.6,139.6,58.2,127.6,25.6,30.2,57.2,15.2,104.4,0.9,73.9
3405,広島県_尾三,m,55,24.4,86.3,106.3,5.8,128.9,81.1,140.0,59.0,125.1,25.3,27.8,55.1,15.1,107.5,0.9,74.7
3405,広島県_尾三,m,60,24.2,86.5,107.5,5.9,131.4,81.0,135.9,59.5,121.8,25.4,25.9,53.7,14.8,112.3,0.9,70.4
3405,広島県_尾三,m,65,24.0,86.7,108.6,5.9,132.0,79.3,134.9,58.8,120.2,25.0,24.6,49.2,14.6,111.8,0.9,68.0
3405,広島県_尾三,m,70,23.8,86.5,108.4,6.0,133.3,77.7,127.0,58.8,117.7,24.9,23.0,43.5,14.8,117.7,0.9,65.5
3405,広島県_尾三,f,40,22.2,76.8,91.9,5.4,115.0,70.1,79.7,68.6,113.1,18.8,16.5,22.3,12.6,93.3,0.6,83.0
3405,広島県_尾三,f,45,22.7,78.6,93.7,5.5,118.6,72.2,84.4,69.8,119.6,19.6,17.4,23.9,12.8,94.8,0.6,78.4
3405,広島県_尾三,f,50,22.7,79.7,95.4,5.6,121.8,73.9,93.7,72.1,129.7,21.2,19.6,27.2,13.3,93.1,0.7,75.8
3405,広島県_尾三,f,55,22.7,80.7,97.8,5.7,123.4,74.4,97.6,72.3,133.4,22.6,21.0,29.7,13.6,99.9,0.7,69.2
3405,広島県_尾三,f,60,22.7,81.5,99.5,5.7,126.8,75.1,102.4,71.3,132.8,23.0,20.9,29.2,13.5,96.8,0.7,72.5
3405,広島県_尾三,f,65,22.8,82.3,99.8,5.8,129.5,75.2,109.0,70.3,129.8,23.2,20.2,27.3,13.1,102.4,0.7,66.7
3405,広島県_尾三,f,70,22.8,82.8,100.8,5.8,131.8,74.9,110.8,68.0,126.6,23.5,19.7,24.5,13.2,103.6,0.7,68.6
3406,広島県_福山・府中,m,40,24.1,84.2,97.4,5.5,123.8,77.8,131.4,58.1,128.5,24.5,31.1,48.3,15.0,95.6,0.9,78.9
3406,広島県_福山・府中,m,45,24.5,85.3,100.0,5.6,126.0,80.1,137.1,58.2,130.1,24.8,30.8,52.8,15.1,99.6,0.9,75.6
3406,広島県_福山・府中,m,50,24.5,86.1,103.0,5.7,127.8,81.5,136.9,58.7,128.8,24.9,29.4,54.3,15.0,102.0,0.9,73.8
3406,広島県_福山・府中,m,55,24.3,86.5,105.9,5.8,129.5,82.0,136.3,59.4,126.1,25.2,27.9,55.1,15.0,105.0,0.9,69.8
3406,広島県_福山・府中,m,60,24.0,86.4,107.4,5.8,131.8,81.5,136.8,60.1,123.3,25.3,26.0,53.5,14.9,109.1,0.9,69.1
3406,広島県_福山・府中,m,65,23.9,86.7,108.6,5.9,133.7,80.0,132.9,60.1,121.1,25.2,24.8,49.4,14.3,110.2,0.9,69.4
3406,広島県_福山・府中,m,70,23.8,86.7,107.8,5.9,135.3,78.1,128.1,59.7,118.6,25.1,23.2,44.3,14.6,119.4,0.9,67.8
3406,広島県_福山・府中,f,40,22.0,76.5,90.8,5.4,115.2,70.8,77.5,70.8,114.8,18.7,16.3,21.5,12.8,90.5,0.6,82.8
3406,広島県_福山・府中,f,45,22.4,78.2,92.4,5.4,118.8,72.5,85.3,71.3,120.7,19.4,17.0,24.1,12.8,91.6,0.6,78.4
3406,広島県_福山・府中,f,50,22.6,79.6,94.6,5.6,122.3,74.5,93.2,73.6,129.7,21.3,19.5,28.1,13.1,92.9,0.7,74.6
3406,広島県_福山・府中,f,55,22.6,80.6,96.3,5.6,124.4,75.2,99.5,73.7,135.8,22.4,20.9,30.3,13.4,95.7,0.7,70.4
3406,広島県_福山・府中,f,60,22.6,81.1,97.8,5.7,127.2,75.5,104.2,73.1,136.0,22.6,20.3,30.1,13.3,96.7,0.7,70.1
3406,広島県_福山・府中,f,65,22.7,81.9,99.0,5.7,131.5,75.9,109.3,71.1,132.7,22.9,19.9,26.9,13.4,96.7,0.7,66.3
3406,広島県_福山・府中,f,70,22.8,82.7,99.8,5.8,135.0,75.3,112.2,69.7,128.9,23.1,19.3,25.4,13.1,101.1,0.7,67.5
3407,広島県_備北,m,40,24.4,84.1,99.5,5.6,122.3,77.2,127.8,58.0,127.0,25.3,32.7,53.0,15.3,98.4,0.9,78.0
3407,広島県_備北,m,45,24.3,84.4,101.8,5.7,124.9,79.6,136.9,58.8,127.2,26.3,32.0,59.1,15.2,101.7,0.9,75.7
3407,広島県_備北,m,50,24.4,85.3,106.0,5.8,126.2,80.3,141.8,58.8,127.1,25.9,30.8,61.5,15.2,98.4,0.9,74.8
3407,広島県_備北,m,55,24.3,85.9,108.0,5.9,127.9,81.1,136.0,59.4,122.0,26.2,28.9,60.5,15.1,107.7,0.9,70.0
3407,広島県_備北,m,60,23.8,85.0,110.4,6.0,130.5,80.7,127.3,60.4,120.0,26.0,26.3,59.9,15.0,119.0,0.9,70.6
3407,広島県_備北,m,65,23.9,85.6,110.1,6.0,131.1,78.9,123.2,59.9,119.8,25.4,25.0,50.5,14.3,110.6,0.9,68.6
3407,広島県_備北,m,70,23.5,84.8,110.2,6.0,130.9,76.1,116.2,59.9,116.0,25.4,23.3,45.1,0.0,107.9,0.8,77.4
3407,広島県_備北,f,40,22.1,76.4,94.1,5.4,113.2,69.6,74.7,69.0,111.0,19.3,17.2,22.8,12.9,93.5,0.7,77.9
3407,広島県_備北,f,45,22.5,77.9,95.0,5.5,117.1,71.8,82.7,69.5,116.5,19.4,17.0,25.4,13.0,92.9,0.7,77.1
3407,広島県_備北,f,50,22.7,79.2,97.2,5.6,121.1,73.8,89.0,71.7,127.4,21.3,20.0,28.0,13.4,95.5,0.7,74.8
3407,広島県_備北,f,55,22.6,79.7,99.5,5.7,123.2,74.4,92.4,73.2,132.0,22.6,21.3,31.2,13.7,96.8,0.7,73.0
3407,広島県_備北,f,60,22.5,80.0,99.7,5.8,125.4,74.6,95.2,71.4,130.6,22.6,20.6,28.9,13.6,98.0,0.7,70.8
3407,広島県_備北,f,65,22.6,80.6,101.7,5.9,129.6,75.2,101.8,69.5,128.6,23.0,20.5,27.1,13.5,99.2,0.6,71.7
3407,広島県_備北,f,70,22.6,80.7,102.0,5.9,131.5,74.3,102.9,68.8,124.2,23.7,19.8,25.3,12.7,103.6,0.7,66.4
3501,山口県_岩国,m,40,24.3,84.5,95.4,5.5,124.1,78.1,132.5,59.4,128.1,25.1,31.8,49.2,15.3,100.3,0.9,78.0
3501,山口県_岩国,m,45,24.5,85.6,98.8,5.5,125.8,80.1,132.4,59.8,129.2,25.2,31.0,51.5,15.2,100.9,0.9,75.0
3501,山口県_岩国,m,50,24.7,86.7,102.4,5.7,128.1,82.0,136.0,60.3,128.7,25.9,30.3,55.5,15.2,101.0,0.9,72.6
3501,山口県_岩国,m,55,24.4,86.5,102.3,5.7,130.2,82.8,136.6,61.0,125.3,25.8,27.8,54.7,14.9,104.9,0.9,70.8
3501,山口県_岩国,m,60,24.2,86.5,104.9,5.8,132.3,82.0,136.1,61.6,123.0,25.9,26.4,54.7,14.8,111.5,1.0,68.0
3501,山口県_岩国,m,65,24.0,86.9,105.0,5.8,133.6,80.3,129.4,61.0,119.8,25.8,24.9,49.8,15.7,112.9,0.8,72.5
3501,山口県_岩国,m,70,23.5,86.2,106.0,5.9,134.3,78.0,124.2,61.7,117.5,26.0,23.7,46.0,14.6,112.1,0.9,68.4
3501,山口県_岩国,f,40,22.3,77.6,89.7,5.4,115.0,71.0,77.4,71.6,115.9,19.2,16.7,23.1,12.9,88.0,0.6,81.7
3501,山口県_岩国,f,45,22.3,78.4,91.3,5.4,118.4,72.6,82.3,73.2,119.3,20.0,17.3,23.5,12.9,90.8,0.6,78.9
3501,山口県_岩国,f,50,22.7,80.3,93.6,5.6,122.4,75.3,94.5,74.4,129.8,22.2,20.9,30.0,13.2,93.3,0.7,75.8
3501,山口県_岩国,f,55,22.6,81.1,95.2,5.6,124.3,75.9,95.5,75.9,135.1,23.2,21.4,31.5,13.2,94.7,0.7,73.1
3501,山口県_岩国,f,60,22.4,81.5,96.0,5.7,127.4,76.3,99.0,75.1,135.3,23.3,20.5,28.7,13.4,98.3,0.7,71.8
3501,山口県_岩国,f,65,22.6,82.3,96.1,5.7,132.0,76.6,104.5,72.4,129.2,23.8,20.6,27.9,13.6,99.8,0.7,69.6
3501,山口県_岩国,f,70,22.6,82.2,96.1,5.7,134.2,75.9,107.6,70.3,126.3,23.7,19.0,24.7,13.3,107.2,0.7,63.9
3502,山口県_柳井,m,40,24.3,84.6,96.9,5.5,125.0,78.4,129.1,59.8,125.5,24.9,31.1,46.3,15.4,95.2,0.9,77.1
3502,山口県_柳井,m,45,24.5,85.4,100.1,5.6,126.6,80.7,135.2,59.9,130.5,25.3,31.8,50.7,15.4,107.6,0.9,74.9
3502,山口県_柳井,m,50,24.5,86.0,102.4,5.7,129.1,82.3,131.9,60.8,129.0,25.0,29.6,51.8,15.2,104.2,0.9,73.0
3502,山口県_柳井,m,55,24.5,86.5,104.9,5.8,131.8,83.6,130.1,61.2,127.1,25.4,29.0,52.0,15.4,110.7,1.0,70.9
3502,山口県_柳井,m,60,24.0,86.3,105.8,5.9,134.1,82.6,129.8,61.7,126.6,25.2,26.2,52.7,15.0,105.8,0.9,70.3
3502,山口県_柳井,m,65,23.9,86.3,105.2,5.8,134.8,80.0,131.8,61.0,123.2,25.8,25.4,49.5,15.0,106.3,0.9,66.3
3502,山口県_柳井,m,70,23.3,85.7,105.3,5.8,135.3,78.2,121.0,61.6,121.1,25.0,23.5,43.1,15.3,109.3,1.0,58.5
3502,山口県_柳井,f,40,22.2,77.6,90.6,5.4,116.4,71.5,78.6,72.2,114.7,18.8,16.4,20.5,13.0,92.1,0.6,82.1
3502,山口県_柳井,f,45,22.5,78.9,92.8,5.4,119.5,73.3,82.4,73.3,121.5,19.9,18.0,22.5,12.9,91.4,0.6,79.9
3502,山口県_柳井,f,50,22.5,80.2,93.6,5.5,122.3,74.9,89.9,75.1,130.8,21.8,20.4,26.8,13.3,90.4,0.7,73.9
3502,山口県_柳井,f,55,22.7,81.5,95.5,5.7,125.7,76.4,96.8,75.5,136.0,23.0,21.2,31.1,13.6,93.3,0.7,72.9
3502,山口県_柳井,f,60,22.5,81.3,97.0,5.7,129.8,76.9,98.9,75.7,137.2,22.9,20.7,26.9,13.4,94.0,0.6,73.6
3502,山口県_柳井,f,65,22.5,82.1,97.4,5.7,133.8,76.4,105.2,72.5,134.6,23.0,20.0,26.7,13.2,111.7,0.7,70.1
3502,山口県_柳井,f,70,22.3,82.0,97.1,5.7,135.4,75.8,107.9,70.3,131.7,23.7,19.5,23.5,13.2,111.2,0.7,64.2
3503,山口県_周南,m,40,24.0,84.1,95.7,5.5,123.1,78.2,121.5,59.9,126.9,24.9,31.9,46.3,15.2,93.3,0.9,77.6
3503,山口県_周南,m,45,24.3,85.0,98.7,5.6,126.0,81.1,130.7,60.4,128.7,25.6,31.5,51.2,15.2,98.7,0.9,74.0
3503,山口県_周南,m,50,24.2,85.4,101.2,5.7,127.7,82.4,130.7,61.2,128.6,25.3,29.6,53.7,15.3,97.6,0.9,71.7
3503,山口県_周南,m,55,24.2,86.1,104.3,5.8,130.4,83.5,133.4,61.6,126.3,25.6,28.3,54.9,15.0,102.1,0.9,69.7
3503,山口県_周南,m,60,23.9,85.8,106.3,5.9,132.6,82.8,130.2,62.4,122.6,25.7,26.6,53.9,14.9,101.8,0.9,68.9
3503,山口県_周南,m,65,23.6,86.0,105.0,5.9,135.1,81.4,128.0,62.3,120.8,25.6,24.7,50.6,14.7,110.9,1.0,65.1
3503,山口県_周南,m,70,23.3,85.5,106.0,5.9,135.6,78.5,122.1,62.3,118.7,25.7,23.8,44.0,13.9,111.6,0.9,65.9
3503,山口県_周南,f,40,21.8,76.6,90.5,5.4,116.3,71.9,75.4,72.7,113.7,19.0,16.5,20.5,13.0,90.6,0.6,81.3
3503,山口県_周南,f,45,22.2,77.9,91.4,5.5,119.7,73.8,80.5,74.2,118.6,19.6,17.4,22.9,13.0,90.3,0.7,77.5
3503,山口県_周南,f,50,22.3,79.2,93.4,5.6,123.4,76.0,88.1,76.9,129.3,21.5,19.8,26.5,13.4,92.7,0.7,74.3
3503,山口県_周南,f,55,22.3,80.4,95.7,5.7,126.0,76.8,93.6,77.0,134.7,22.7,21.0,28.8,13.5,92.3,0.7,70.4
3503,山口県_周南,f,60,22.4,81.4,97.1,5.8,129.1,77.2,96.5,76.2,135.1,22.9,20.5,28.8,13.9,97.6,0.7,68.1
3503,山口県_周南,f,65,22.3,82.0,97.0,5.8,132.5,76.6,103.8,73.3,131.5,23.7,20.8,26.8,13.2,100.8,0.7,68.4
3503,山口県_周南,f,70,22.3,82.3,98.5,5.9,135.6,76.1,106.4,71.6,127.8,23.8,19.8,24.7,12.7,104.0,0.7,67.4
3504,山口県_山口・防府,m,40,23.9,83.6,97.6,5.5,122.0,77.4,122.6,60.2,128.3,24.4,30.8,45.5,15.2,98.8,0.9,78.7
3504,山口県_山口・防府,m,45,24.1,84.8,100.3,5.6,124.0,79.7,133.0,60.3,130.4,25.1,30.8,52.3,15.1,99.5,0.9,74.3
3504,山口県_山口・防府,m,50,24.3,85.8,102.9,5.7,125.7,81.0,133.8,60.9,129.8,25.4,29.6,53.4,15.2,106.0,0.9,71.9
3504,山口県_山口・防府,m,55,24.0,85.8,106.0,5.8,127.9,81.8,132.2,61.4,127.0,25.1,27.7,53.1,15.1,106.5,1.0,69.2
3504,山口県_山口・防府,m,60,23.9,85.9,107.3,5.9,130.7,81.7,130.6,62.1,124.3,25.1,25.8,52.3,15.0,110.5,0.9,69.0
3504,山口県_山口・防府,m,65,23.6,86.0,107.2,5.9,131.8,79.5,127.0,62.2,121.7,25.5,25.0,49.8,15.1,112.4,0.9,66.1
3504,山口県_山口・防府,m,70,23.3,85.7,106.9,5.9,132.3,76.5,120.5,62.2,118.4,25.0,22.9,43.3,14.3,113.3,0.9,66.4
3504,山口県_山口・防府,f,40,21.9,76.9,91.5,5.4,113.2,70.2,73.0,72.5,114.2,18.8,16.2,20.9,12.8,90.5,0.6,82.8
3504,山口県_山口・防府,f,45,22.1,77.7,92.0,5.4,116.7,72.3,80.0,73.9,119.9,19.5,17.0,22.9,12.5,91.0,0.6,78.6
3504,山口県_山口・防府,f,50,22.4,79.7,94.6,5.6,119.3,73.8,88.1,75.3,130.8,21.9,20.1,28.5,13.1,95.5,0.7,74.1
3504,山口県_山口・防府,f,55,22.3,80.4,96.7,5.7,122.9,75.5,93.0,76.2,136.9,22.8,21.0,30.1,13.5,94.5,0.7,70.0
3504,山口県_山口・防府,f,60,22.1,80.6,96.6,5.7,125.4,75.2,95.1,75.6,135.3,23.0,20.2,28.7,13.6,94.7,0.7,70.1
3504,山口県_山口・防府,f,65,22.3,81.9,97.7,5.8,129.0,75.2,103.6,73.2,132.9,23.4,20.1,27.6,14.2,100.1,0.7,69.4
3504,山口県_山口・防府,f,70,22.3,82.3,98.1,5.8,132.0,74.7,105.7,71.0,128.1,23.7,19.5,26.1,13.1,97.9,0.7,65.0
3505,山口県_宇部・小野田,m,40,24.1,84.3,97.7,5.5,122.9,77.7,130.1,59.0,129.3,24.9,31.8,49.8,15.3,92.8,0.9,79.2
3505,山口県_宇部・小野田,m,45,24.4,85.4,100.2,5.6,125.3,80.0,134.5,59.9,129.8,25.3,31.4,54.0,15.1,95.9,0.9,75.1
3505,山口県_宇部・小野田,m,50,24.4,85.9,101.9,5.7,127.3,81.5,135.4,60.5,128.7,25.3,29.6,54.2,15.2,96.3,0.9,72.0
3505,山口県_宇部・小野田,m,55,24.1,86.0,105.2,5.8,129.2,82.1,129.6,61.5,126.2,25.5,28.1,55.3,15.1,104.0,0.9,70.7
3505,山口県_宇部・小野田,m,60,23.9,85.9,107.3,5.8,130.9,81.4,130.1,61.9,123.0,25.4,26.3,55.8,15.1,105.1,0.9,68.6
3505,山口県_宇部・小野田,m,65,23.7,86.3,106.5,5.8,132.4,79.2,125.1,61.4,120.1,25.9,25.2,51.9,15.1,105.7,0.9,70.2
3505,山口県_宇部・小野田,m,70,23.4,85.9,105.8,5.9,133.7,77.3,117.4,61.1,118.3,25.3,22.8,44.9,13.7,108.6,0.9,65.5
3505,山口県_宇部・小野田,f,40,22.0,77.1,91.8,5.4,114.9,70.7,77.2,72.4,115.7,18.8,16.1,21.7,12.6,89.4,0.6,82.8
3505,山口県_宇部・小野田,f,45,22.3,78.5,92.9,5.4,118.5,72.4,83.4,72.8,120.8,19.6,17.1,23.4,12.7,92.6,0.6,79.5
3505,山口県_宇部・小野田,f,50,22.5,79.9,94.0,5.6,121.9,74.5,89.9,75.9,130.7,21.6,19.7,28.0,13.2,92.7,0.7,75.3
3505,山口県_宇部・小野田,f,55,22.2,80.4,96.5,5.6,123.7,74.9,94.3,77.0,135.3,23.4,21.4,31.7,13.5,93.8,0.7,73.2
3505,山口県_宇部・小野田,f,60,22.4,81.4,97.6,5.7,127.0,75.7,99.2,74.6,134.5,23.4,20.9,30.5,13.4,98.3,0.7,72.0
3505,山口県_宇部・小野田,f,65,22.5,82.2,98.1,5.8,131.3,75.9,101.8,72.4,131.2,23.7,20.3,28.2,13.6,102.9,0.7,70.4
3505,山口県_宇部・小野田,f,70,22.4,82.5,98.6,5.8,133.5,74.8,104.2,70.0,126.2,24.2,19.8,26.4,13.3,102.2,0.8,63.0
3506,山口県_下関,m,40,24.0,83.7,98.6,5.5,124.2,78.4,130.1,60.2,128.1,25.2,32.9,49.2,15.1,94.4,0.9,78.3
3506,山口県_下関,m,45,24.3,84.5,101.3,5.6,126.2,80.5,137.1,60.0,130.8,25.3,31.3,52.2,15.2,95.5,0.9,75.0
3506,山口県_下関,m,50,24.5,85.7,104.0,5.7,128.4,82.2,139.3,60.7,129.5,25.3,30.1,53.4,15.1,100.6,0.9,72.5
3506,山口県_下関,m,55,24.2,85.6,106.5,5.8,130.8,83.1,140.2,61.4,127.5,25.7,28.8,54.6,15.0,103.9,1.0,68.6
3506,山口県_下関,m,60,23.9,85.2,109.1,5.8,133.6,82.7,132.7,62.5,123.9,25.4,26.0,55.5,14.7,101.2,1.0,67.7
3506,山口県_下関,m,65,23.8,85.7,108.3,5.9,135.7,81.1,129.3,61.9,123.6,25.9,25.5,52.2,15.1,107.9,1.0,64.0
3506,山口県_下関,m,70,23.5,85.5,106.9,5.9,136.5,78.7,123.1,60.9,122.1,25.4,23.0,44.0,0.0,102.7,1.0,56.8
3506,山口県_下関,f,40,22.0,76.3,92.2,5.4,115.3,70.9,76.9,72.6,114.9,18.8,16.7,21.1,12.7,89.9,0.7,80.0
3506,山口県_下関,f,45,22.3,77.5,93.3,5.5,119.1,73.2,83.4,73.9,120.8,19.9,17.9,24.6,12.6,91.4,0.7,76.0
3506,山口県_下関,f,50,22.5,79.3,95.2,5.6,123.1,75.3,92.0,75.3,132.5,21.8,20.5,28.1,13.3,93.8,0.7,72.3
3506,山口県_下関,f,55,22.3,79.7,97.0,5.6,124.7,75.9,96.1,76.3,136.6,23.0,21.4,30.3,13.4,95.0,0.7,69.9
3506,山口県_下関,f,60,22.3,80.2,97.9,5.7,128.4,76.6,98.4,75.6,136.5,23.0,20.6,29.4,13.5,95.5,0.7,68.5
3506,山口県_下関,f,65,22.4,81.2,98.0,5.8,132.2,76.4,102.5,73.5,134.7,23.5,20.1,27.9,13.7,93.9,0.7,65.7
3506,山口県_下関,f,70,22.4,81.6,97.8,5.8,135.2,75.9,107.2,70.7,132.7,23.5,19.0,25.7,13.1,95.5,0.7,64.9
3507,山口県_長門,m,40,24.4,84.2,97.4,5.4,124.0,77.6,123.9,60.1,127.2,25.1,32.0,50.7,14.6,93.3,0.9,77.0
3507,山口県_長門,m,45,24.5,84.6,100.0,5.5,126.3,80.3,134.5,58.7,128.6,26.6,32.2,53.7,14.7,87.2,0.9,73.5
3507,山口県_長門,m,50,24.5,85.6,102.6,5.7,127.7,81.4,133.9,58.9,125.4,26.1,30.5,57.2,15.0,140.9,0.9,73.1
3507,山口県_長門,m,55,24.5,86.4,108.4,5.9,130.3,82.7,140.9,60.6,122.7,26.4,30.1,60.7,15.5,118.1,0.9,70.5
3507,山口県_長門,m,60,24.0,85.5,106.8,5.8,131.1,81.3,129.9,61.0,120.5,25.4,26.4,54.8,14.8,99.7,0.9,69.2
3507,山口県_長門,m,65,23.7,85.8,107.4,5.8,134.0,79.5,124.0,60.9,117.6,26.9,25.1,51.9,0.0,98.6,0.8,78.2
3507,山口県_長門,m,70,23.4,84.7,106.5,5.8,132.0,75.7,113.3,59.2,115.2,26.3,23.8,42.7,0.0,127.0,0.8,74.9
3507,山口県_長門,f,40,22.2,76.7,92.1,5.4,114.8,70.2,75.4,71.1,115.8,19.0,16.9,21.6,12.6,93.3,0.6,86.2
3507,山口県_長門,f,45,23.0,78.2,92.7,5.4,118.5,72.9,81.2,72.0,120.9,19.7,17.7,23.9,12.7,86.6,0.7,77.5
3507,山口県_長門,f,50,22.8,79.7,94.4,5.5,122.6,74.2,85.0,74.7,130.4,21.9,19.7,26.5,13.0,90.0,0.7,71.6
3507,山口県_長門,f,55,22.5,79.9,96.6,5.7,124.5,75.0,91.6,74.9,132.7,23.7,21.9,30.1,13.7,96.3,0.6,74.8
3507,山口県_長門,f,60,22.5,80.6,98.1,5.7,128.0,76.0,97.3,73.8,130.2,23.7,21.6,31.5,13.1,113.0,0.6,74.7
3507,山口県_長門,f,65,22.4,80.9,101.2,5.7,130.5,74.9,99.8,70.6,126.6,23.2,19.7,26.6,13.0,90.8,0.6,69.9
3507,山口県_長門,f,70,22.6,82.4,100.9,5.8,132.8,74.2,100.8,69.4,120.9,24.4,20.3,25.3,13.1,128.5,0.6,74.2
3508,山口県_萩,m,40,24.5,84.6,99.3,5.6,122.4,78.7,126.6,59.7,129.8,25.5,34.3,50.7,15.0,88.4,0.9,76.4
3508,山口県_萩,m,45,24.5,85.2,102.8,5.6,125.7,81.3,145.8,59.4,132.1,25.6,32.4,57.4,14.7,91.6,0.9,75.5
3508,山口県_萩,m,50,24.5,85.9,105.5,5.7,127.1,82.1,132.2,60.8,130.7,25.4,29.7,57.7,15.0,104.2,0.9,69.7
3508,山口県_萩,m,55,24.2,85.9,105.0,5.7,129.5,83.4,139.4,61.1,127.7,26.2,28.8,62.7,14.6,93.0,0.9,70.1
3508,山口県_萩,m,60,23.9,85.6,106.7,5.8,132.9,82.8,123.2,61.9,124.4,25.6,26.7,51.2,14.4,103.7,0.8,72.6
3508,山口県_萩,m,65,23.6,85.7,108.3,6.0,133.6,80.7,128.9,61.7,121.5,26.0,25.8,59.0,16.0,113.0,0.9,62.8
3508,山口県_萩,m,70,23.6,86.1,105.6,6.0,133.3,77.2,115.2,61.8,118.2,25.3,23.4,42.3,0.0,99.4,0.9,67.0
3508,山口県_萩,f,40,22.1,76.5,90.9,5.5,113.7,70.7,76.4,72.3,112.0,18.6,16.4,21.6,12.2,90.0,0.7,77.2
3508,山口県_萩,f,45,22.3,77.5,92.2,5.4,116.3,72.5,82.6,72.9,120.7,18.9,16.3,23.2,12.7,101.1,0.7,76.8
3508,山口県_萩,f,50,22.7,79.6,95.6,5.6,119.6,74.6,92.6,73.5,134.2,21.6,20.3,27.6,13.5,95.0,0.7,74.0
3508,山口県_萩,f,55,22.3,79.6,97.0,5.6,122.2,75.6,93.6,73.5,137.6,22.5,21.3,29.6,13.7,90.3,0.7,71.3
3508,山口県_萩,f,60,22.7,81.0,97.3,5.7,127.4,76.3,95.1,74.3,136.5,23.9,22.4,31.2,13.2,89.8,0.7,67.1
3508,山口県_萩,f,65,22.6,81.8,97.4,5.9,129.9,75.2,99.1,72.2,133.2,22.8,20.1,26.5,12.7,91.6,0.7,64.6
3508,山口県_萩,f,70,22.4,82.0,97.1,5.9,134.0,75.2,103.3,70.7,129.1,23.3,19.2,25.2,12.9,93.8,0.7,65.4
3601,徳島県_東部,m,40,24.4,84.9,97.3,5.5,120.6,74.7,128.5,58.0,126.8,24.6,30.9,44.4,15.1,94.8,0.9,79.5
3601,徳島県_東部,m,45,24.8,86.0,100.2,5.6,122.7,76.9,136.4,58.2,128.8,25.2,30.8,50.5,15.1,98.4,0.9,75.8
3601,徳島県_東部,m,50,24.8,86.6,102.9,5.7,125.0,78.3,135.9,58.7,127.9,25.2,29.0,50.8,15.1,101.8,0.9,73.7
3601,徳島県_東部,m,55,24.6,86.6,105.9,5.8,126.6,78.4,137.4,59.5,125.3,25.2,27.2,51.7,15.1,105.2,0.9,70.2
3601,徳島県_東部,m,60,24.4,86.5,107.0,5.8,129.2,78.6,133.8,59.6,122.1,25.0,25.5,49.3,15.0,108.1,0.9,67.6
3601,徳島県_東部,m,65,24.1,86.5,105.8,5.8,131.3,77.2,131.6,58.7,120.0,25.2,24.0,45.0,15.1,110.8,0.9,65.9
3601,徳島県_東部,m,70,23.9,86.5,106.1,5.9,133.5,76.0,128.5,57.6,115.8,25.2,22.6,40.0,14.9,115.4,0.9,65.0
3601,徳島県_東部,f,40,22.5,76.8,91.3,5.4,112.2,68.5,77.4,70.0,113.1,18.9,16.2,20.7,12.8,92.9,0.6,84.4
3601,徳島県_東部,f,45,22.6,77.8,93.0,5.5,115.5,70.3,83.2,71.2,118.3,19.5,16.9,22.9,12.7,93.7,0.7,77.9
3601,徳島県_東部,f,50,22.8,79.1,94.8,5.6,118.7,72.1,92.2,73.3,129.1,21.6,19.5,27.5,13.3,94.8,0.7,73.9
3601,徳島県_東部,f,55,22.5,79.3,96.5,5.6,120.7,72.8,97.1,74.0,134.5,22.8,20.7,28.5,13.6,96.8,0.7,70.5
3601,徳島県_東部,f,60,22.7,80.4,97.7,5.7,125.0,73.7,103.3,72.1,133.2,23.1,20.2,28.0,13.3,98.5,0.7,68.9
3601,徳島県_東部,f,65,22.8,81.4,97.8,5.7,129.7,74.5,110.1,69.9,131.0,23.5,20.0,25.6,12.1,102.0,0.7,68.8
3601,徳島県_東部,f,70,22.9,82.0,98.2,5.7,132.9,74.1,112.9,68.2,127.5,23.9,19.1,24.5,12.8,102.7,0.7,68.0
